time_s,radius_m,radius_cm
4.710000000000000000e+04,1.239333333333333259e-02,1.239333333333333176e+00
4.716000000000000000e+04,1.239200000000000024e-02,1.239200000000000079e+00
4.722000000000000000e+04,1.239066666666666615e-02,1.239066666666666539e+00
4.728000000000000000e+04,1.238933333333333206e-02,1.238933333333333220e+00
4.734000000000000000e+04,1.238799999999999971e-02,1.238799999999999901e+00
4.740000000000000000e+04,1.238666666666666562e-02,1.238666666666666583e+00
4.746000000000000000e+04,1.238533333333333326e-02,1.238533333333333264e+00
4.752000000000000000e+04,1.238399999999999918e-02,1.238399999999999945e+00
4.758000000000000000e+04,1.238266666666666682e-02,1.238266666666666627e+00
4.764000000000000000e+04,1.238133333333333273e-02,1.238133333333333308e+00
4.770000000000000000e+04,1.237999999999999864e-02,1.237999999999999767e+00
4.776000000000000000e+04,1.237866666666666629e-02,1.237866666666666671e+00
4.782000000000000000e+04,1.237733333333333220e-02,1.237733333333333130e+00
4.788000000000000000e+04,1.237599999999999985e-02,1.237600000000000033e+00
4.794000000000000000e+04,1.237466666666666576e-02,1.237466666666666493e+00
4.800000000000000000e+04,1.237333333333333341e-02,1.237333333333333396e+00
4.806000000000000000e+04,1.237199999999999932e-02,1.237199999999999855e+00
4.812000000000000000e+04,1.237066666666666696e-02,1.237066666666666759e+00
4.818000000000000000e+04,1.236933333333333287e-02,1.236933333333333218e+00
4.824000000000000000e+04,1.236799999999999879e-02,1.236799999999999899e+00
4.830000000000000000e+04,1.236666666666666643e-02,1.236666666666666581e+00
4.836000000000000000e+04,1.236533333333333234e-02,1.236533333333333262e+00
4.842000000000000000e+04,1.236399999999999999e-02,1.236399999999999944e+00
4.848000000000000000e+04,1.236266666666666590e-02,1.236266666666666625e+00
4.854000000000000000e+04,1.236133333333333355e-02,1.236133333333333306e+00
4.860000000000000000e+04,1.235999999999999946e-02,1.235999999999999988e+00
4.866000000000000000e+04,1.235900000000000019e-02,1.235899999999999999e+00
4.872000000000000000e+04,1.235799999999999919e-02,1.235800000000000010e+00
4.878000000000000000e+04,1.235699999999999993e-02,1.235700000000000021e+00
4.884000000000000000e+04,1.235599999999999893e-02,1.235599999999999810e+00
4.890000000000000000e+04,1.235499999999999966e-02,1.235500000000000043e+00
4.896000000000000000e+04,1.235400000000000040e-02,1.235400000000000054e+00
4.902000000000000000e+04,1.235299999999999940e-02,1.235299999999999843e+00
4.908000000000000000e+04,1.235200000000000013e-02,1.235200000000000076e+00
4.914000000000000000e+04,1.235099999999999913e-02,1.235099999999999865e+00
4.920000000000000000e+04,1.234999999999999987e-02,1.234999999999999876e+00
4.926000000000000000e+04,1.234900000000000060e-02,1.234900000000000109e+00
4.932000000000000000e+04,1.234799999999999960e-02,1.234799999999999898e+00
4.938000000000000000e+04,1.234700000000000034e-02,1.234700000000000131e+00
4.944000000000000000e+04,1.234599999999999934e-02,1.234599999999999920e+00
4.950000000000000000e+04,1.234500000000000007e-02,1.234499999999999931e+00
4.956000000000000000e+04,1.234400000000000081e-02,1.234400000000000164e+00
4.962000000000000000e+04,1.234299999999999981e-02,1.234299999999999953e+00
4.968000000000000000e+04,1.234200000000000054e-02,1.234199999999999964e+00
4.974000000000000000e+04,1.234099999999999954e-02,1.234099999999999975e+00
4.980000000000000000e+04,1.234000000000000027e-02,1.233999999999999986e+00
4.986000000000000000e+04,1.233900000000000101e-02,1.233899999999999997e+00
4.992000000000000000e+04,1.233800000000000001e-02,1.233800000000000008e+00
4.998000000000000000e+04,1.233700000000000074e-02,1.233700000000000019e+00
5.004000000000000000e+04,1.233599999999999974e-02,1.233600000000000030e+00
5.010000000000000000e+04,1.233500000000000048e-02,1.233500000000000041e+00
5.016000000000000000e+04,1.233400000000000121e-02,1.233400000000000052e+00
5.022000000000000000e+04,1.233300000000000021e-02,1.233300000000000063e+00
5.028000000000000000e+04,1.233200000000000095e-02,1.233200000000000074e+00
5.034000000000000000e+04,1.233099999999999995e-02,1.233100000000000085e+00
5.040000000000000000e+04,1.233000000000000068e-02,1.233000000000000096e+00
5.046000000000000000e+04,1.232866666666666659e-02,1.232866666666666555e+00
5.052000000000000000e+04,1.232733333333333424e-02,1.232733333333333459e+00
5.058000000000000000e+04,1.232600000000000015e-02,1.232599999999999918e+00
5.064000000000000000e+04,1.232466666666666780e-02,1.232466666666666821e+00
5.070000000000000000e+04,1.232333333333333371e-02,1.232333333333333281e+00
5.076000000000000000e+04,1.232200000000000135e-02,1.232200000000000184e+00
5.082000000000000000e+04,1.232066666666666727e-02,1.232066666666666643e+00
5.088000000000000000e+04,1.231933333333333318e-02,1.231933333333333325e+00
5.094000000000000000e+04,1.231800000000000082e-02,1.231800000000000006e+00
5.100000000000000000e+04,1.231666666666666674e-02,1.231666666666666687e+00
5.106000000000000000e+04,1.231533333333333438e-02,1.231533333333333369e+00
5.112000000000000000e+04,1.231400000000000029e-02,1.231400000000000050e+00
5.118000000000000000e+04,1.231266666666666794e-02,1.231266666666666731e+00
5.124000000000000000e+04,1.231133333333333385e-02,1.231133333333333413e+00
5.130000000000000000e+04,1.231000000000000150e-02,1.231000000000000094e+00
5.136000000000000000e+04,1.230866666666666741e-02,1.230866666666666775e+00
5.142000000000000000e+04,1.230733333333333332e-02,1.230733333333333235e+00
5.148000000000000000e+04,1.230600000000000097e-02,1.230600000000000138e+00
5.154000000000000000e+04,1.230466666666666688e-02,1.230466666666666598e+00
5.160000000000000000e+04,1.230333333333333452e-02,1.230333333333333501e+00
5.166000000000000000e+04,1.230200000000000043e-02,1.230199999999999960e+00
5.172000000000000000e+04,1.230066666666666808e-02,1.230066666666666864e+00
5.178000000000000000e+04,1.229933333333333399e-02,1.229933333333333323e+00
5.184000000000000000e+04,1.229799999999999990e-02,1.229800000000000004e+00
5.190000000000000000e+04,1.229666666666666755e-02,1.229666666666666686e+00
5.196000000000000000e+04,1.229533333333333346e-02,1.229533333333333367e+00
5.202000000000000000e+04,1.229400000000000111e-02,1.229400000000000048e+00
5.208000000000000000e+04,1.229266666666666702e-02,1.229266666666666730e+00
5.214000000000000000e+04,1.229133333333333467e-02,1.229133333333333411e+00
5.220000000000000000e+04,1.229000000000000058e-02,1.229000000000000092e+00
5.226000000000000000e+04,1.228900000000000131e-02,1.228900000000000103e+00
5.232000000000000000e+04,1.228800000000000031e-02,1.228800000000000114e+00
5.238000000000000000e+04,1.228700000000000105e-02,1.228700000000000125e+00
5.244000000000000000e+04,1.228600000000000005e-02,1.228599999999999914e+00
5.250000000000000000e+04,1.228500000000000078e-02,1.228500000000000147e+00
5.256000000000000000e+04,1.228399999999999978e-02,1.228399999999999936e+00
5.262000000000000000e+04,1.228300000000000052e-02,1.228299999999999947e+00
5.268000000000000000e+04,1.228200000000000125e-02,1.228200000000000180e+00
5.274000000000000000e+04,1.228100000000000025e-02,1.228099999999999969e+00
5.280000000000000000e+04,1.228000000000000098e-02,1.228000000000000203e+00
5.286000000000000000e+04,1.227899999999999998e-02,1.227899999999999991e+00
5.292000000000000000e+04,1.227800000000000072e-02,1.227800000000000002e+00
5.298000000000000000e+04,1.227699999999999972e-02,1.227700000000000014e+00
5.304000000000000000e+04,1.227600000000000045e-02,1.227600000000000025e+00
5.310000000000000000e+04,1.227500000000000119e-02,1.227500000000000036e+00
5.316000000000000000e+04,1.227400000000000019e-02,1.227400000000000047e+00
5.322000000000000000e+04,1.227300000000000092e-02,1.227300000000000058e+00
5.328000000000000000e+04,1.227199999999999992e-02,1.227200000000000069e+00
5.334000000000000000e+04,1.227100000000000066e-02,1.227100000000000080e+00
5.340000000000000000e+04,1.226999999999999966e-02,1.226999999999999869e+00
5.346000000000000000e+04,1.226900000000000039e-02,1.226900000000000102e+00
5.352000000000000000e+04,1.226799999999999939e-02,1.226799999999999891e+00
5.358000000000000000e+04,1.226700000000000013e-02,1.226700000000000124e+00
5.364000000000000000e+04,1.226600000000000086e-02,1.226600000000000135e+00
5.370000000000000000e+04,1.226499999999999986e-02,1.226499999999999924e+00
5.376000000000000000e+04,1.226400000000000060e-02,1.226400000000000157e+00
5.382000000000000000e+04,1.226299999999999960e-02,1.226299999999999946e+00
5.388000000000000000e+04,1.226200000000000033e-02,1.226199999999999957e+00
5.394000000000000000e+04,1.226099999999999933e-02,1.226099999999999968e+00
5.400000000000000000e+04,1.226000000000000006e-02,1.225999999999999979e+00
5.406000000000000000e+04,1.225900000000000080e-02,1.225899999999999990e+00
5.412000000000000000e+04,1.225799999999999980e-02,1.225800000000000001e+00
5.418000000000000000e+04,1.225700000000000053e-02,1.225700000000000012e+00
5.424000000000000000e+04,1.225599999999999953e-02,1.225600000000000023e+00
5.430000000000000000e+04,1.225500000000000027e-02,1.225500000000000034e+00
5.436000000000000000e+04,1.225400000000000100e-02,1.225400000000000045e+00
5.442000000000000000e+04,1.225300000000000000e-02,1.225300000000000056e+00
5.448000000000000000e+04,1.225200000000000074e-02,1.225200000000000067e+00
5.454000000000000000e+04,1.225099999999999974e-02,1.225100000000000078e+00
5.460000000000000000e+04,1.225000000000000047e-02,1.225000000000000089e+00
5.466000000000000000e+04,1.224900000000000121e-02,1.224900000000000100e+00
5.472000000000000000e+04,1.224800000000000021e-02,1.224800000000000111e+00
5.478000000000000000e+04,1.224700000000000094e-02,1.224700000000000122e+00
5.484000000000000000e+04,1.224599999999999994e-02,1.224599999999999911e+00
5.490000000000000000e+04,1.224500000000000068e-02,1.224500000000000144e+00
5.496000000000000000e+04,1.224400000000000141e-02,1.224400000000000155e+00
5.502000000000000000e+04,1.224300000000000041e-02,1.224299999999999944e+00
5.508000000000000000e+04,1.224200000000000114e-02,1.224200000000000177e+00
5.514000000000000000e+04,1.224100000000000014e-02,1.224099999999999966e+00
5.520000000000000000e+04,1.224000000000000088e-02,1.224000000000000199e+00
5.526000000000000000e+04,1.223900000000000161e-02,1.223900000000000210e+00
5.532000000000000000e+04,1.223800000000000061e-02,1.223799999999999999e+00
5.538000000000000000e+04,1.223700000000000135e-02,1.223700000000000232e+00
5.544000000000000000e+04,1.223600000000000035e-02,1.223600000000000021e+00
5.550000000000000000e+04,1.223500000000000108e-02,1.223500000000000032e+00
5.556000000000000000e+04,1.223400000000000182e-02,1.223400000000000265e+00
5.562000000000000000e+04,1.223300000000000082e-02,1.223300000000000054e+00
5.568000000000000000e+04,1.223200000000000155e-02,1.223200000000000065e+00
5.574000000000000000e+04,1.223100000000000055e-02,1.223100000000000076e+00
5.580000000000000000e+04,1.223000000000000129e-02,1.223000000000000087e+00
5.586000000000000000e+04,1.222933333333333511e-02,1.222933333333333428e+00
5.592000000000000000e+04,1.222866666666666720e-02,1.222866666666666768e+00
5.598000000000000000e+04,1.222800000000000102e-02,1.222800000000000109e+00
5.604000000000000000e+04,1.222733333333333484e-02,1.222733333333333450e+00
5.610000000000000000e+04,1.222666666666666693e-02,1.222666666666666790e+00
5.616000000000000000e+04,1.222600000000000076e-02,1.222600000000000131e+00
5.622000000000000000e+04,1.222533333333333458e-02,1.222533333333333472e+00
5.628000000000000000e+04,1.222466666666666840e-02,1.222466666666666812e+00
5.634000000000000000e+04,1.222400000000000049e-02,1.222400000000000153e+00
5.640000000000000000e+04,1.222333333333333431e-02,1.222333333333333494e+00
5.646000000000000000e+04,1.222266666666666814e-02,1.222266666666666834e+00
5.652000000000000000e+04,1.222200000000000022e-02,1.222199999999999953e+00
5.658000000000000000e+04,1.222133333333333405e-02,1.222133333333333294e+00
5.664000000000000000e+04,1.222066666666666787e-02,1.222066666666666857e+00
5.670000000000000000e+04,1.222000000000000169e-02,1.222000000000000197e+00
5.676000000000000000e+04,1.221933333333333378e-02,1.221933333333333316e+00
5.682000000000000000e+04,1.221866666666666761e-02,1.221866666666666656e+00
5.688000000000000000e+04,1.221800000000000143e-02,1.221800000000000219e+00
5.694000000000000000e+04,1.221733333333333352e-02,1.221733333333333338e+00
5.700000000000000000e+04,1.221666666666666734e-02,1.221666666666666679e+00
5.706000000000000000e+04,1.221600000000000116e-02,1.221600000000000019e+00
5.712000000000000000e+04,1.221533333333333325e-02,1.221533333333333360e+00
5.718000000000000000e+04,1.221466666666666707e-02,1.221466666666666701e+00
5.724000000000000000e+04,1.221400000000000090e-02,1.221400000000000041e+00
5.730000000000000000e+04,1.221333333333333299e-02,1.221333333333333382e+00
5.736000000000000000e+04,1.221266666666666681e-02,1.221266666666666723e+00
5.742000000000000000e+04,1.221200000000000063e-02,1.221200000000000063e+00
5.748000000000000000e+04,1.221133333333333446e-02,1.221133333333333404e+00
5.754000000000000000e+04,1.221066666666666654e-02,1.221066666666666745e+00
5.760000000000000000e+04,1.221000000000000037e-02,1.221000000000000085e+00
5.766000000000000000e+04,1.220933333333333419e-02,1.220933333333333426e+00
5.772000000000000000e+04,1.220866666666666628e-02,1.220866666666666545e+00
5.778000000000000000e+04,1.220800000000000010e-02,1.220800000000000107e+00
5.784000000000000000e+04,1.220733333333333392e-02,1.220733333333333448e+00
5.790000000000000000e+04,1.220666666666666775e-02,1.220666666666666789e+00
5.796000000000000000e+04,1.220599999999999984e-02,1.220599999999999907e+00
5.802000000000000000e+04,1.220533333333333366e-02,1.220533333333333470e+00
5.808000000000000000e+04,1.220466666666666748e-02,1.220466666666666811e+00
5.814000000000000000e+04,1.220400000000000131e-02,1.220400000000000151e+00
5.820000000000000000e+04,1.220333333333333339e-02,1.220333333333333270e+00
5.826000000000000000e+04,1.220266666666666722e-02,1.220266666666666833e+00
5.832000000000000000e+04,1.220200000000000104e-02,1.220200000000000173e+00
5.838000000000000000e+04,1.220133333333333486e-02,1.220133333333333514e+00
5.844000000000000000e+04,1.220066666666666695e-02,1.220066666666666633e+00
5.850000000000000000e+04,1.220000000000000077e-02,1.219999999999999973e+00
5.856000000000000000e+04,1.219933333333333460e-02,1.219933333333333536e+00
5.862000000000000000e+04,1.219866666666666669e-02,1.219866666666666655e+00
5.868000000000000000e+04,1.219800000000000051e-02,1.219799999999999995e+00
5.874000000000000000e+04,1.219733333333333433e-02,1.219733333333333336e+00
5.880000000000000000e+04,1.219666666666666816e-02,1.219666666666666899e+00
5.886000000000000000e+04,1.219600000000000024e-02,1.219600000000000017e+00
5.892000000000000000e+04,1.219533333333333407e-02,1.219533333333333358e+00
5.898000000000000000e+04,1.219466666666666789e-02,1.219466666666666699e+00
5.904000000000000000e+04,1.219400000000000171e-02,1.219400000000000261e+00
5.910000000000000000e+04,1.219333333333333380e-02,1.219333333333333380e+00
5.916000000000000000e+04,1.219266666666666762e-02,1.219266666666666721e+00
5.922000000000000000e+04,1.219200000000000145e-02,1.219200000000000061e+00
5.928000000000000000e+04,1.219133333333333527e-02,1.219133333333333624e+00
5.934000000000000000e+04,1.219066666666666736e-02,1.219066666666666743e+00
5.940000000000000000e+04,1.219000000000000118e-02,1.219000000000000083e+00
5.946000000000000000e+04,1.218966666666666809e-02,1.218966666666666754e+00
5.952000000000000000e+04,1.218933333333333500e-02,1.218933333333333424e+00
5.958000000000000000e+04,1.218900000000000192e-02,1.218900000000000095e+00
5.964000000000000000e+04,1.218866666666666709e-02,1.218866666666666765e+00
5.970000000000000000e+04,1.218833333333333400e-02,1.218833333333333435e+00
5.976000000000000000e+04,1.218800000000000092e-02,1.218800000000000106e+00
5.982000000000000000e+04,1.218766666666666783e-02,1.218766666666666776e+00
5.988000000000000000e+04,1.218733333333333474e-02,1.218733333333333446e+00
5.994000000000000000e+04,1.218699999999999992e-02,1.218699999999999894e+00
6.000000000000000000e+04,1.218666666666666683e-02,1.218666666666666787e+00
6.006000000000000000e+04,1.218633333333333374e-02,1.218633333333333457e+00
6.012000000000000000e+04,1.218600000000000065e-02,1.218600000000000128e+00
6.018000000000000000e+04,1.218566666666666756e-02,1.218566666666666798e+00
6.024000000000000000e+04,1.218533333333333447e-02,1.218533333333333468e+00
6.030000000000000000e+04,1.218500000000000139e-02,1.218500000000000139e+00
6.036000000000000000e+04,1.218466666666666656e-02,1.218466666666666587e+00
6.042000000000000000e+04,1.218433333333333347e-02,1.218433333333333257e+00
6.048000000000000000e+04,1.218400000000000039e-02,1.218399999999999928e+00
6.054000000000000000e+04,1.218366666666666730e-02,1.218366666666666820e+00
6.060000000000000000e+04,1.218333333333333421e-02,1.218333333333333490e+00
6.066000000000000000e+04,1.218299999999999939e-02,1.218299999999999939e+00
6.072000000000000000e+04,1.218266666666666630e-02,1.218266666666666609e+00
6.078000000000000000e+04,1.218233333333333321e-02,1.218233333333333279e+00
6.084000000000000000e+04,1.218200000000000012e-02,1.218199999999999950e+00
6.090000000000000000e+04,1.218166666666666703e-02,1.218166666666666620e+00
6.096000000000000000e+04,1.218133333333333394e-02,1.218133333333333290e+00
6.102000000000000000e+04,1.218100000000000085e-02,1.218100000000000183e+00
6.108000000000000000e+04,1.218066666666666603e-02,1.218066666666666631e+00
6.114000000000000000e+04,1.218033333333333294e-02,1.218033333333333301e+00
6.120000000000000000e+04,1.217999999999999985e-02,1.217999999999999972e+00
6.126000000000000000e+04,1.217933333333333368e-02,1.217933333333333312e+00
6.132000000000000000e+04,1.217866666666666577e-02,1.217866666666666653e+00
6.138000000000000000e+04,1.217799999999999959e-02,1.217799999999999994e+00
6.144000000000000000e+04,1.217733333333333341e-02,1.217733333333333334e+00
6.150000000000000000e+04,1.217666666666666724e-02,1.217666666666666675e+00
6.156000000000000000e+04,1.217599999999999932e-02,1.217600000000000016e+00
6.162000000000000000e+04,1.217533333333333315e-02,1.217533333333333356e+00
6.168000000000000000e+04,1.217466666666666697e-02,1.217466666666666697e+00
6.174000000000000000e+04,1.217400000000000079e-02,1.217400000000000038e+00
6.180000000000000000e+04,1.217333333333333288e-02,1.217333333333333378e+00
6.186000000000000000e+04,1.217266666666666670e-02,1.217266666666666719e+00
6.192000000000000000e+04,1.217200000000000053e-02,1.217200000000000060e+00
6.198000000000000000e+04,1.217133333333333435e-02,1.217133333333333400e+00
6.204000000000000000e+04,1.217066666666666644e-02,1.217066666666666741e+00
6.210000000000000000e+04,1.217000000000000026e-02,1.217000000000000082e+00
6.216000000000000000e+04,1.216933333333333409e-02,1.216933333333333422e+00
6.222000000000000000e+04,1.216866666666666617e-02,1.216866666666666541e+00
6.228000000000000000e+04,1.216800000000000000e-02,1.216800000000000104e+00
6.234000000000000000e+04,1.216733333333333382e-02,1.216733333333333444e+00
6.240000000000000000e+04,1.216666666666666764e-02,1.216666666666666785e+00
6.246000000000000000e+04,1.216599999999999973e-02,1.216599999999999904e+00
6.252000000000000000e+04,1.216533333333333355e-02,1.216533333333333466e+00
6.258000000000000000e+04,1.216466666666666738e-02,1.216466666666666807e+00
6.264000000000000000e+04,1.216400000000000120e-02,1.216400000000000148e+00
6.270000000000000000e+04,1.216333333333333329e-02,1.216333333333333266e+00
6.276000000000000000e+04,1.216266666666666711e-02,1.216266666666666607e+00
6.282000000000000000e+04,1.216200000000000093e-02,1.216200000000000170e+00
6.288000000000000000e+04,1.216133333333333476e-02,1.216133333333333510e+00
6.294000000000000000e+04,1.216066666666666685e-02,1.216066666666666629e+00
6.300000000000000000e+04,1.216000000000000067e-02,1.215999999999999970e+00
6.306000000000000000e+04,1.215933333333333449e-02,1.215933333333333533e+00
6.312000000000000000e+04,1.215866666666666658e-02,1.215866666666666651e+00
6.318000000000000000e+04,1.215800000000000040e-02,1.215799999999999992e+00
6.324000000000000000e+04,1.215733333333333423e-02,1.215733333333333333e+00
6.330000000000000000e+04,1.215666666666666632e-02,1.215666666666666673e+00
6.336000000000000000e+04,1.215600000000000014e-02,1.215600000000000014e+00
6.342000000000000000e+04,1.215533333333333396e-02,1.215533333333333355e+00
6.348000000000000000e+04,1.215466666666666778e-02,1.215466666666666695e+00
6.354000000000000000e+04,1.215399999999999987e-02,1.215400000000000036e+00
6.360000000000000000e+04,1.215333333333333370e-02,1.215333333333333377e+00
6.366000000000000000e+04,1.215266666666666752e-02,1.215266666666666717e+00
6.372000000000000000e+04,1.215199999999999961e-02,1.215200000000000058e+00
6.378000000000000000e+04,1.215133333333333343e-02,1.215133333333333399e+00
6.384000000000000000e+04,1.215066666666666725e-02,1.215066666666666739e+00
6.390000000000000000e+04,1.215000000000000108e-02,1.215000000000000080e+00
6.396000000000000000e+04,1.214933333333333317e-02,1.214933333333333421e+00
6.402000000000000000e+04,1.214866666666666699e-02,1.214866666666666761e+00
6.408000000000000000e+04,1.214800000000000081e-02,1.214800000000000102e+00
6.414000000000000000e+04,1.214733333333333290e-02,1.214733333333333221e+00
6.420000000000000000e+04,1.214666666666666672e-02,1.214666666666666561e+00
6.426000000000000000e+04,1.214600000000000055e-02,1.214600000000000124e+00
6.432000000000000000e+04,1.214533333333333263e-02,1.214533333333333243e+00
6.438000000000000000e+04,1.214466666666666646e-02,1.214466666666666583e+00
6.444000000000000000e+04,1.214400000000000028e-02,1.214399999999999924e+00
6.450000000000000000e+04,1.214333333333333237e-02,1.214333333333333265e+00
6.456000000000000000e+04,1.214266666666666619e-02,1.214266666666666605e+00
6.462000000000000000e+04,1.214200000000000002e-02,1.214199999999999946e+00
6.468000000000000000e+04,1.214133333333333384e-02,1.214133333333333287e+00
6.474000000000000000e+04,1.214066666666666593e-02,1.214066666666666627e+00
6.480000000000000000e+04,1.213999999999999975e-02,1.213999999999999968e+00
6.486000000000000000e+04,1.213966666666666666e-02,1.213966666666666638e+00
6.492000000000000000e+04,1.213933333333333357e-02,1.213933333333333309e+00
6.498000000000000000e+04,1.213900000000000048e-02,1.213899999999999979e+00
6.504000000000000000e+04,1.213866666666666740e-02,1.213866666666666649e+00
6.510000000000000000e+04,1.213833333333333431e-02,1.213833333333333542e+00
6.516000000000000000e+04,1.213799999999999948e-02,1.213799999999999990e+00
6.522000000000000000e+04,1.213766666666666640e-02,1.213766666666666660e+00
6.528000000000000000e+04,1.213733333333333331e-02,1.213733333333333331e+00
6.534000000000000000e+04,1.213700000000000022e-02,1.213700000000000001e+00
6.540000000000000000e+04,1.213666666666666713e-02,1.213666666666666671e+00
6.546000000000000000e+04,1.213633333333333404e-02,1.213633333333333342e+00
6.552000000000000000e+04,1.213600000000000095e-02,1.213600000000000012e+00
6.558000000000000000e+04,1.213566666666666787e-02,1.213566666666666682e+00
6.564000000000000000e+04,1.213533333333333478e-02,1.213533333333333575e+00
6.570000000000000000e+04,1.213499999999999995e-02,1.213500000000000023e+00
6.576000000000000000e+04,1.213466666666666686e-02,1.213466666666666693e+00
6.582000000000000000e+04,1.213433333333333378e-02,1.213433333333333364e+00
6.588000000000000000e+04,1.213400000000000069e-02,1.213400000000000034e+00
6.594000000000000000e+04,1.213366666666666760e-02,1.213366666666666704e+00
6.600000000000000000e+04,1.213333333333333451e-02,1.213333333333333375e+00
6.606000000000000000e+04,1.213300000000000142e-02,1.213300000000000045e+00
6.612000000000000000e+04,1.213266666666666833e-02,1.213266666666666938e+00
6.618000000000000000e+04,1.213233333333333525e-02,1.213233333333333608e+00
6.624000000000000000e+04,1.213200000000000216e-02,1.213200000000000278e+00
6.630000000000000000e+04,1.213166666666666907e-02,1.213166666666666949e+00
6.636000000000000000e+04,1.213133333333333425e-02,1.213133333333333397e+00
6.642000000000000000e+04,1.213100000000000116e-02,1.213100000000000067e+00
6.648000000000000000e+04,1.213066666666666807e-02,1.213066666666666737e+00
6.654000000000000000e+04,1.213033333333333498e-02,1.213033333333333408e+00
6.660000000000000000e+04,1.213000000000000189e-02,1.213000000000000078e+00
6.666000000000000000e+04,1.212966666666666880e-02,1.212966666666666971e+00
6.672000000000000000e+04,1.212933333333333571e-02,1.212933333333333641e+00
6.678000000000000000e+04,1.212900000000000089e-02,1.212900000000000089e+00
6.684000000000000000e+04,1.212866666666666780e-02,1.212866666666666760e+00
6.690000000000000000e+04,1.212833333333333471e-02,1.212833333333333430e+00
6.696000000000000000e+04,1.212800000000000163e-02,1.212800000000000100e+00
6.702000000000000000e+04,1.212766666666666854e-02,1.212766666666666771e+00
6.708000000000000000e+04,1.212733333333333545e-02,1.212733333333333441e+00
6.714000000000000000e+04,1.212700000000000236e-02,1.212700000000000333e+00
6.720000000000000000e+04,1.212666666666666754e-02,1.212666666666666782e+00
6.726000000000000000e+04,1.212633333333333445e-02,1.212633333333333452e+00
6.732000000000000000e+04,1.212600000000000136e-02,1.212600000000000122e+00
6.738000000000000000e+04,1.212566666666666827e-02,1.212566666666666793e+00
6.744000000000000000e+04,1.212533333333333518e-02,1.212533333333333463e+00
6.750000000000000000e+04,1.212500000000000036e-02,1.212500000000000133e+00
6.756000000000000000e+04,1.212466666666666727e-02,1.212466666666666804e+00
6.762000000000000000e+04,1.212433333333333418e-02,1.212433333333333474e+00
6.768000000000000000e+04,1.212400000000000110e-02,1.212400000000000144e+00
6.774000000000000000e+04,1.212366666666666801e-02,1.212366666666666815e+00
6.780000000000000000e+04,1.212333333333333492e-02,1.212333333333333485e+00
6.786000000000000000e+04,1.212300000000000183e-02,1.212300000000000155e+00
6.792000000000000000e+04,1.212266666666666701e-02,1.212266666666666604e+00
6.798000000000000000e+04,1.212233333333333392e-02,1.212233333333333496e+00
6.804000000000000000e+04,1.212200000000000083e-02,1.212200000000000166e+00
6.810000000000000000e+04,1.212166666666666774e-02,1.212166666666666837e+00
6.816000000000000000e+04,1.212133333333333465e-02,1.212133333333333507e+00
6.822000000000000000e+04,1.212099999999999983e-02,1.212099999999999955e+00
6.828000000000000000e+04,1.212066666666666674e-02,1.212066666666666626e+00
6.834000000000000000e+04,1.212033333333333365e-02,1.212033333333333296e+00
6.840000000000000000e+04,1.212000000000000056e-02,1.211999999999999966e+00
6.846000000000000000e+04,1.211966666666666748e-02,1.211966666666666637e+00
6.852000000000000000e+04,1.211933333333333439e-02,1.211933333333333529e+00
6.858000000000000000e+04,1.211900000000000130e-02,1.211900000000000199e+00
6.864000000000000000e+04,1.211866666666666648e-02,1.211866666666666648e+00
6.870000000000000000e+04,1.211833333333333339e-02,1.211833333333333318e+00
6.876000000000000000e+04,1.211800000000000030e-02,1.211799999999999988e+00
6.882000000000000000e+04,1.211766666666666721e-02,1.211766666666666659e+00
6.888000000000000000e+04,1.211733333333333412e-02,1.211733333333333329e+00
6.894000000000000000e+04,1.211700000000000103e-02,1.211699999999999999e+00
6.900000000000000000e+04,1.211666666666666795e-02,1.211666666666666892e+00
6.906000000000000000e+04,1.211633333333333486e-02,1.211633333333333562e+00
6.912000000000000000e+04,1.211600000000000003e-02,1.211600000000000010e+00
6.918000000000000000e+04,1.211566666666666695e-02,1.211566666666666681e+00
6.924000000000000000e+04,1.211533333333333386e-02,1.211533333333333351e+00
6.930000000000000000e+04,1.211500000000000077e-02,1.211500000000000021e+00
6.936000000000000000e+04,1.211466666666666768e-02,1.211466666666666692e+00
6.942000000000000000e+04,1.211433333333333459e-02,1.211433333333333362e+00
6.948000000000000000e+04,1.211400000000000150e-02,1.211400000000000254e+00
6.954000000000000000e+04,1.211366666666666668e-02,1.211366666666666703e+00
6.960000000000000000e+04,1.211333333333333359e-02,1.211333333333333373e+00
6.966000000000000000e+04,1.211300000000000050e-02,1.211300000000000043e+00
6.972000000000000000e+04,1.211266666666666741e-02,1.211266666666666714e+00
6.978000000000000000e+04,1.211233333333333433e-02,1.211233333333333384e+00
6.984000000000000000e+04,1.211200000000000124e-02,1.211200000000000054e+00
6.990000000000000000e+04,1.211166666666666815e-02,1.211166666666666725e+00
6.996000000000000000e+04,1.211133333333333506e-02,1.211133333333333617e+00
7.002000000000000000e+04,1.211100000000000024e-02,1.211100000000000065e+00
7.008000000000000000e+04,1.211066666666666715e-02,1.211066666666666736e+00
7.014000000000000000e+04,1.211033333333333406e-02,1.211033333333333406e+00
7.020000000000000000e+04,1.211000000000000097e-02,1.211000000000000076e+00
7.026000000000000000e+04,1.210966666666666788e-02,1.210966666666666747e+00
7.032000000000000000e+04,1.210933333333333480e-02,1.210933333333333417e+00
